"We are independent researchers working for ARK International, an organisation which does a lot of research on issues of social and economic development and often works with refugee communities.

We are conducting research to study people’s journeys in Europe and to the UK. We want to understand experiences in different European countries and reasons for moving onward. We are not part of the police, the state authorities or any smuggler group. We will not take your name, phone number, photo, or anything that identifies you. For this survey, your answers won’t be linked back to you and will be treated as anonymous. The information you provide will be strictly confidential. Your responses will be saved on password-protected tablets and stored on a secured server, accessible to our research team members only and used for our intended research fully anonymised. Your anonymised data will not be shared with third parties. They will automatically be permanently deleted after 2 months and you can request to have it deleted earlier by contacting this person: Laura Bird, project manager (details provided on the Data Protection sheet). From the moment of deletion it will no longer be used for analysis, generating findings and informing the research questions.

We know some of the questions may feel like a lot. We will ask about your journey, the places you travelled through, and any asylum applications you may have made in Europe. This is only to help us understand people’s experiences — it is not for the police, governments, or any authorities. Remember that your participation is voluntary, and you do not have to answer anything you do not want to. You can skip any question, pause, or stop completely at any moment, without any consequences. Taking part or not taking part will not affect your legal situation here or assistance you may get from NGOs, it will not affect your relationship with any person or organisation.",Do you confirm that you understand the purpose of the survey and that you freely agree to take part?,"If ‘No’, thank them and politely end the survey.",Do you understand that you can stop the survey at any time?,"If ‘No’, thank them and politely end the survey.",Have you already participated in this survey before?,"Before we start, do you feel well enough and comfortable to answer questions for about 10–15 minutes?","If ‘No’, thank them and politely end the survey.",How old are you?,Are you planning to leave France/Belgium within the next 12 months?,"If ‘No’, thank them and politely end the survey.",What is your destination country?,"If other than UK, thank them and politely end the survey.",Enumerator: record the gender of the respondent (do not ask),Specify other gender,What is your country of birth?,First language(s); languages spoken,First language(s); languages spoken/Amharic,First language(s); languages spoken/Arabic,First language(s); languages spoken/Dari,First language(s); languages spoken/Hindi,First language(s); languages spoken/English,First language(s); languages spoken/Farsi,First language(s); languages spoken/French,First language(s); languages spoken/Kurdish,First language(s); languages spoken/Pashto,First language(s); languages spoken/Tigrinya,First language(s); languages spoken/Urdu,First language(s); languages spoken/Vietnamese,First language(s); languages spoken/Tigrinya,First language(s); languages spoken/Other,First language(s); languages spoken/Local dialect,First language(s); languages spoken/Prefer not to say,Specify local dialect,Specify other language,What is your educational background?,Specify other educational background,Who are you traveling with right now? (select all that apply),Who are you traveling with right now? (select all that apply)/Alone,Who are you traveling with right now? (select all that apply)/With partner,Who are you traveling with right now? (select all that apply)/With children,Who are you traveling with right now? (select all that apply)/With other family members,Who are you traveling with right now? (select all that apply)/With friends,Who are you traveling with right now? (select all that apply)/With people I met on the way,Who are you traveling with right now? (select all that apply)/Prefer not to say,Who are you traveling with right now? (select all that apply)/Other,Specify other travelling arrangement,How many dependents are travelling with you?,What is your marital status?,Specify other marital status,"Do you have family members, relatives, or close contacts living in the UK?",When did you first arrive in Europe?,Do you have legal residency in a European country at the moment?,What type of legal residency do you have?,Specify other residency type,Have you applied for asylum since you arrived in the EU?,Where did you apply for asylum for the first time?,How long have you stayed in the country where you claimed asylum for the first time?,What was the outcome of your first asylum application?,"If you received a negative decision, have you appealed?",Have you claimed asylum in any other EU country?,How long have you stayed in the country where you claimed asylum for the second time? Enter number of months.,What was the outcome of your second asylum application?,At what point in your journey did you decide to try to reach the UK?,Have you tried to cross to the UK by boat before?,Do you intend on claiming asylum in the UK?,Did you experience difficulties or challenges related to your stay in European countries ?,"When you were living in European countries, what were the main difficulties or challenges you faced?","When you were living in European countries, what were the main difficulties or challenges you faced?/Asylum procedures","When you were living in European countries, what were the main difficulties or challenges you faced?/Long delays or uncertainty","When you were living in European countries, what were the main difficulties or challenges you faced?/Accommodation conditions","When you were living in European countries, what were the main difficulties or challenges you faced?/Racism and discrimination","When you were living in European countries, what were the main difficulties or challenges you faced?/Barriers to practising religious, social, and cultural obligations","When you were living in European countries, what were the main difficulties or challenges you faced?/No right to work or difficulty to find work","When you were living in European countries, what were the main difficulties or challenges you faced?/Having to radically change my academic, educational, or professional path","When you were living in European countries, what were the main difficulties or challenges you faced?/Living without legal status / documentation","When you were living in European countries, what were the main difficulties or challenges you faced?/Lack of family or social connections","When you were living in European countries, what were the main difficulties or challenges you faced?/Safety concerns","When you were living in European countries, what were the main difficulties or challenges you faced?/Barriers related to gender, family responsibilities or childcare","When you were living in European countries, what were the main difficulties or challenges you faced?/Challenges related to disability or health needs","When you were living in European countries, what were the main difficulties or challenges you faced?/Homelessness","When you were living in European countries, what were the main difficulties or challenges you faced?/Other","When you were living in European countries, what were the main difficulties or challenges you faced?/Prefer not to say","When you were living in European countries, what were the main difficulties or challenges you faced?/I do not know","When you were living in European countries, what were the main difficulties or challenges you faced?/Language barriers","When you were living in European countries, what were the main difficulties or challenges you faced?/Personal circumstances/issues",Specify other difficulty,What do you expect will be possible for you in the UK?,What do you expect will be possible for you in the UK?/I will have my asylum claim accepted,What do you expect will be possible for you in the UK?/I will be able to stay undocumented,What do you expect will be possible for you in the UK?/Family or friends will help me settle,What do you expect will be possible for you in the UK?/I speak English and it will be easier for me to communicate,What do you expect will be possible for you in the UK?/I think it will be easier to work and support myself in the UK,What do you expect will be possible for you in the UK?/I expect things to be similar to other EU countries,What do you expect will be possible for you in the UK?/I hope to feel safe and stable,What do you expect will be possible for you in the UK?/I will find work easily,What do you expect will be possible for you in the UK?/I will receive state benefits,What do you expect will be possible for you in the UK?/I will be able to bring my family members,What do you expect will be possible for you in the UK?/I will be able to continue the same or similar academic or professional path,What do you expect will be possible for you in the UK?/Prefer not to say,What do you expect will be possible for you in the UK?/I do not know,What do you expect will be possible for you in the UK?/Prefer not to say,What do you expect will be possible for you in the UK?/Other,Specify other expectation in the UK,Where did you get most of your information about the UK asylum system? (select all that apply),Where did you get most of your information about the UK asylum system? (select all that apply)/Friends or family,Where did you get most of your information about the UK asylum system? (select all that apply)/People who already went to the UK,Where did you get most of your information about the UK asylum system? (select all that apply)/Social media,Where did you get most of your information about the UK asylum system? (select all that apply)/Smugglers / facilitators,Where did you get most of your information about the UK asylum system? (select all that apply)/NGOs or support organisations,Where did you get most of your information about the UK asylum system? (select all that apply)/Official sources / government,Where did you get most of your information about the UK asylum system? (select all that apply)/Other,Where did you get most of your information about the UK asylum system? (select all that apply)/I do not know,Where did you get most of your information about the UK asylum system? (select all that apply)/Prefer not to say,Where did you get most of your information about the UK asylum system? (select all that apply)/Personal experience,Specify other information source,"Compared to EU countries, do you think your chances of being granted asylum are higher or lower in the UK?",What do you think usually happens to someone if their asylum claim is not accepted in the UK?,Is there something important/relevant regarding your onward migration to the UK that you would like to mention here?,Would you be willing to participate in a longer follow-up interview now or at a later date?,"If you participate in a follow-up interview, do you consent for us to link your responses from this survey to the follow-up interview using a code (no name or phone number)?",link_code,"Your link code is: ${link_code}. Please save this code. If you later take part in the follow-up interview, you will be asked to share this code so we can link your responses.","Do you have questions, comments or feedback on the survey or on how this information will be used?","Thank you very much for your time. This interview is anonymous. If at any point you need support, here is a leaflet with information about organisations that provide help in this area.",Enumerator: Name or ID,Enumerator: Date of the survey,Enumerator: Location of the survey,Specify other location,Enumerator: Survey language,Specify other language,Enumerator: Format of survey,Enumerator: Where is the survey taking place?,Specify other setting,Enumerator: Other relevant information,"If ‘No’, thank them and politely end the survey.","If ‘No’, explain again that the respondent is free to stop at any moment, that they don’t have to answer any question they don’t want to and that nothing will happen if they choose not to continue. After re-explaining, ask again if the respondent understands they can stop the survey at any time. If they say ‘No’, thank them and politely end the survey.","If ‘No’, thank them and politely end the survey.",Enumerator: Where is the survey taking place?,Please self-describe your gender,Add here a closing note and any other information to be collected in determined non-eligible. E.g. for calc of response rates.,"If respondent has claimed asylum in another other country, record which country, which year, and what was the outcome (positive, negative or no decision).","Compared to the country where you have claimed asylum, do you think the UK asylum system is:",Do you feel informed about potential legal channels to migrate to the UK?,"A – ""Applying for asylum does not guarantee the right to stay in the UK""","B – ""If asylum is refused, people cannot be returned from the UK""","C – ""If someone claims asylum in the UK and has claimed asylum in another EU country before, the UK can return them to this country""","D – ""All asylum seekers receive the same benefits as UK citizens""",Are you willing to follow up with a more in-depth interview (about 1–1.5 hours)?,"Thank you very much for your time. This interview is anonymous. If at any point you need support, here is a leaflet with information about organisations that provide help in this area.",Would you like us to carry on now or at a later time/date?,Preferred contact method,Contact details (number/email),_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_index
,Yes,,Yes,,No,Yes,,18,Yes,,United Kingdom,,,,,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Oromo,,,With partner Prefer not to say,0,1,0,0,0,0,1,0,,0,Married,,Yes,2007,Yes,"Proof of stay (Annex 26, récépissé)",,Yes,Belgium,Over 2 years,Awaiting a decision,,No,,,,,Yes,Yes,Asylum procedures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,I will find work easily,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,,,,,,,,,,,,,,Somewhat lower in the UK,They will be returned to their country of origin,,Yes,No,,,Yes,,Dan,2026-01-27,Brussels,,English,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,743872185,7dc18cd6-bb91-4ddf-948b-0863d3c159e7,2026-01-27,,,submitted_via_web,,vwvgeUpniDjo8ictooUJxu,,uuid:7dc18cd6-bb91-4ddf-948b-0863d3c159e7,1
,Yes,,Yes,,No,Yes,,32,Yes,,United Kingdom,,Female,,Afghanistan,Dari,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Tertiary education / University,,With children,0,0,1,0,0,0,0,0,,2,Married,,Yes,2021,No,,,Yes,Belgium,3-11 months,I do not know,,No,,,After arriving in Europe,"No, never",Yes,Yes,Asylum procedures Lack of family or social connections Language barriers,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted Family or friends will help me settle I will find work easily,1,0,1,0,0,0,0,1,0,0,0,,0,0,0,,Friends or family,1,0,0,0,0,0,0,0,0,0,,Somewhat higher in the UK,They will be detained and/or removed from the UK,,No,,,,,,Ali habbal,2026-01-28,Brussels,,English,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,744148801,7011554f-7d26-4cd7-aaac-6cb05ccace88,2026-01-28,,,submitted_via_web,,vUpNNkYxk2iCvzpou8sBB9,,uuid:7011554f-7d26-4cd7-aaac-6cb05ccace88,2
,Yes,,Yes,,No,Yes,,35,Yes,,United Kingdom,,Male,,Iraq,Arabic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Secondary school / High school,,With partner,0,1,0,0,0,0,0,0,,1,Other,With partner,Yes,2022,No,,,Yes,Belgium,Over 2 years,Awaiting a decision,,No,,,Before leaving my home country,"No, never",Yes,Yes,Asylum procedures Long delays or uncertainty Accommodation conditions Racism and discrimination Lack of family or social connections Safety concerns Language barriers,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted I speak English and it will be easier for me to communicate I hope to feel safe and stable I will find work easily I will receive state benefits I will be able to bring my family members,1,0,0,1,0,0,1,1,1,1,0,,0,0,0,,Friends or family Social media,1,0,1,0,0,0,0,0,0,0,,Much higher in the UK,"They will be able to stay in the UK, even without legal status",Uk is more stable and save for me,Yes,Yes,906380,,,,Ali habbal,2026-01-28,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,744194714,abe674de-3bd7-47b9-8870-49b99a9c6b11,2026-01-28,,,submitted_via_web,,vUpNNkYxk2iCvzpou8sBB9,,uuid:abe674de-3bd7-47b9-8870-49b99a9c6b11,3
,Yes,,Yes,,No,Yes,,29,Yes,,United Kingdom,,Male,,Syria,Arabic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,With friends,0,0,0,0,1,0,0,0,,0,Single,,Yes,2021,No,,,Yes,Belgium,Over 2 years,Awaiting a decision,,No,,,After arriving in Europe,"No, never",Yes,Yes,Asylum procedures Long delays or uncertainty No right to work or difficulty to find work Language barriers,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted I speak English and it will be easier for me to communicate I hope to feel safe and stable,1,0,0,1,0,0,1,0,0,0,0,,0,0,0,,Friends or family People who already went to the UK Social media,1,1,1,0,0,0,0,0,0,0,,Somewhat higher in the UK,I do not know,No,Yes,Yes,211927,,No,,Ali habbal,2026-01-28,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,744301710,9dc18d1a-eb60-468e-95e6-73fa43dc0dc7,2026-01-28,,,submitted_via_web,,vUpNNkYxk2iCvzpou8sBB9,,uuid:9dc18d1a-eb60-468e-95e6-73fa43dc0dc7,4
,Yes,,Yes,,No,Yes,,27,Yes,,United Kingdom,,Male,,Maroco,Arabic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,With other family members,0,0,0,1,0,0,0,0,,2,Single,,No,2020,No,,,Yes,France,3-11 months,Negative decision,"No, I did not want to",Yes,3,Awaiting a decision,After arriving in Europe,"Yes, once",Yes,Yes,Asylum procedures Long delays or uncertainty Living without legal status / documentation Homelessness Language barriers,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,I will have my asylum claim accepted Family or friends will help me settle I think it will be easier to work and support myself in the UK I will be able to bring my family members,1,0,1,0,1,0,0,0,0,1,0,,0,0,0,,Friends or family Social media,1,0,1,0,0,0,0,0,0,0,,Somewhat higher in the UK,They will be detained and/or removed from the UK,,Yes,Yes,652395,,,,Ali habbal,2026-01-29,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,744568660,6ad9f46b-e242-4efe-aa4a-9ac55aede09f,2026-01-29,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:6ad9f46b-e242-4efe-aa4a-9ac55aede09f,5
,Yes,,Yes,,No,Yes,,35,Yes,,United Kingdom,,Male,,Iraq,Arabic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Secondary school / High school,,With partner With children,0,1,1,0,0,0,0,0,,4,Married,,Yes,2023,No,,,Yes,Belgium,1 to 2 years,Negative decision,"No, I did not know I could",No,,,After arriving in Europe,"No, never",Yes,Yes,Asylum procedures Long delays or uncertainty Accommodation conditions Racism and discrimination No right to work or difficulty to find work Living without legal status / documentation Language barriers,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted Family or friends will help me settle I hope to feel safe and stable I will receive state benefits,1,0,1,0,0,0,1,0,1,0,0,,0,0,0,,Friends or family People who already went to the UK Social media Smugglers / facilitators,1,1,1,1,0,0,0,0,0,0,,Much higher in the UK,"They will be able to stay in the UK, even without legal status",,Yes,Yes,138389,,,,Ali habbal,2026-01-29,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,744600806,6f6dfe58-6342-417b-b19c-020af334bc04,2026-01-29,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:6f6dfe58-6342-417b-b19c-020af334bc04,6
,Yes,,Yes,,No,Yes,,27,Yes,,United Kingdom,,Male,,Sudan,Arabic English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,Secondary school / High school,,With friends,0,0,0,0,1,0,0,0,,0,Single,,Yes,2024,No,,,Yes,Belgium,1 to 2 years,Negative decision,I do not know,I prefer not to say,,,After arriving in Europe,"Yes, once",Yes,Yes,Asylum procedures Long delays or uncertainty Accommodation conditions No right to work or difficulty to find work Living without legal status / documentation Lack of family or social connections,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,I will have my asylum claim accepted Family or friends will help me settle I speak English and it will be easier for me to communicate I think it will be easier to work and support myself in the UK I hope to feel safe and stable I will find work easily,1,0,1,1,1,0,1,1,0,0,0,,0,0,0,,Friends or family People who already went to the UK Social media,1,1,1,0,0,0,0,0,0,0,,Much higher in the UK,I do not know,I have friends in uk i speak englishi beleive i wouldfeel more happier since the paperwork is handled there,Yes,Yes,1080454,,No,,Ali habbal,2026-02-01,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,745244486,09b78652-cfba-438c-8d18-97a1ed2e74bc,2026-02-01,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:09b78652-cfba-438c-8d18-97a1ed2e74bc,7
,Yes,,Yes,,No,Yes,,33,Yes,,United Kingdom,,Male,,Syria,Arabic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,With partner,0,1,0,0,0,0,0,0,,1,Other,Partner,Yes,2019,No,,,Yes,France,1 to 2 years,Negative decision,Yes,Yes,1,Awaiting a decision,After arriving in Europe,"No, never",Yes,Yes,Asylum procedures Long delays or uncertainty Accommodation conditions No right to work or difficulty to find work Language barriers Personal circumstances/issues,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,I will have my asylum claim accepted I hope to feel safe and stable I will be able to bring my family members,1,0,0,0,0,0,1,0,0,1,0,,0,0,0,,Friends or family People who already went to the UK Social media Smugglers / facilitators,1,1,1,1,0,0,0,0,0,0,,Somewhat higher in the UK,"They will be able to stay in the UK, even without legal status",,Yes,Yes,482460,,,,Ali habbal,2026-02-01,Brussels,,Arabic,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,745264343,3d89092b-92df-4115-9bc3-bc92a112561d,2026-02-01,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:3d89092b-92df-4115-9bc3-bc92a112561d,8
,Yes,,Yes,,No,Yes,,26,Yes,,United Kingdom,,Male,,Syria,Arabic English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,Secondary school / High school,,With friends,0,0,0,0,1,0,0,0,,0,Single,,Yes,2023,No,,,Yes,Belgium,1 to 2 years,Awaiting a decision,,No,,,Before leaving my home country,Prefer not to say,Yes,Yes,Asylum procedures Long delays or uncertainty Living without legal status / documentation Lack of family or social connections Language barriers,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted I hope to feel safe and stable I will find work easily I will be able to continue the same or similar academic or professional path,1,0,0,0,0,0,1,1,0,0,1,,0,0,0,,Friends or family People who already went to the UK Social media,1,1,1,0,0,0,0,0,0,0,,Much higher in the UK,They will be returned to a European country where they previously stayed or applied for asylum,No,No,,,,No,,Ali habbal,2026-02-04,Other,Denderleeuw,Arabic,,In-person,"Outdoor setting (street, informal camp)",,,,,,,,,,,,,,,,,,,,,746078609,c565498c-6499-4b7e-beba-6bd2f930f959,2026-02-04,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:c565498c-6499-4b7e-beba-6bd2f930f959,9
,Yes,,Yes,,No,Yes,,27,Yes,,United Kingdom,,Male,,Ethiopia,Amharic Tigrinya,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Secondary school / High school,,Alone,1,0,0,0,0,0,0,0,,,Single,,No,2025,No,,,Yes,Belgium,Less than 3 months,Awaiting a decision,,No,,,After arriving in Europe,"No, never",Yes,Yes,Asylum procedures Long delays or uncertainty Accommodation conditions No right to work or difficulty to find work Language barriers,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,I will have my asylum claim accepted I think it will be easier to work and support myself in the UK I will find work easily I will receive state benefits I will be able to bring my family members I will be able to continue the same or similar academic or professional path,1,0,0,0,1,0,0,1,1,1,1,,0,0,0,,Friends or family People who already went to the UK Social media,1,1,1,0,0,0,0,0,0,0,,Much higher in the UK,"They will be able to stay in the UK, even without legal status",The decesion in Britain is fast,Yes,Yes,244047,,No,,Daniel,2026-02-04,Brussels,,Tigrinya,,In-person,"Indoor setting (shelter/NGO venue, public venue)",,,,,,,,,,,,,,,,,,,,,746112880,19cbfd71-b357-414a-b783-e5f74ef3ff88,2026-02-04,,,submitted_via_web,,vNfrTbKaxYhVVUwGCc7DZs,,uuid:19cbfd71-b357-414a-b783-e5f74ef3ff88,10
